State_Crop_District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
, 2007-08,Rabi       ,25319,43042,1.70
, 2008-09,Rabi       ,24160,31282,1.29
, 2009-10,Rabi       ,23240,27537,1.18
, 2010-11,Rabi       ,23008,48416,2.10
, 2011-12,Rabi       ,22891,33807,1.48
, 2012-13,Rabi       ,23219,55769,2.40
, 2013-14,Rabi       ,36689,28050,0.76
, 2014-15,Rabi       ,31708,54619,1.72
, 2015-16,Rabi       ,21846,34544,1.58
, 2016-17,Rabi       ,21613,28142,1.30
, 2017-18,Rabi       ,21846,34544,1.58
 7.LAHUL AND SPITI, 1998-99,Rabi       ,185,234,1.26
, 1999-00,Rabi       ,175,275,1.57
, 2000-01,Rabi       ,142,98,0.69
, 2001-02,Rabi       ,121,210,1.74
, 2002-03,Rabi       ,118,163,1.38
, 2003-04,Rabi       ,107,146,1.36
, 2004-05,Rabi       ,81,151,1.86
, 2005-06,Rabi       ,75,77,1.03
, 2006-07,Rabi       ,73,120,1.64
, 2007-08,Rabi       ,63,206,3.27
, 2008-09,Rabi       ,57,60,1.05
, 2009-10,Rabi       ,56,46,0.82
, 2010-11,Rabi       ,55,80,1.45
, 2011-12,Rabi       ,54,68,1.26
, 2012-13,Rabi       ,55,93,1.69
, 2013-14,Rabi       ,54,48,0.89
, 2014-15,Rabi       ,53,91,1.72
, 2015-16,Rabi       ,53,75,1.42
, 2016-17,Rabi       ,52,47,0.90
, 2017-18,Rabi       ,53,75,1.42
 8.MANDI, 1998-99,Rabi       ,66773,67590,1.01
, 1999-00,Rabi       ,68477,110116,1.61
, 2000-01,Rabi       ,65145,44100,0.68
, 2001-02,Rabi       ,64419,132072,2.05
, 2002-03,Rabi       ,66373,92975,1.40
, 2003-04,Rabi       ,66504,83528,1.26
, 2004-05,Rabi       ,66488,121403,1.83
, 2005-06,Rabi       ,64289,63460,0.99
, 2006-07,Rabi       ,67628,101834,1.51
, 2007-08,Rabi       ,66809,104356,1.56
, 2008-09,Rabi       ,65839,48364,0.73
, 2009-10,Rabi       ,64939,42978,0.66
, 2010-11,Rabi       ,64290,75566,1.18
, 2011-12,Rabi       ,63965,95812,1.50
, 2012-13,Rabi       ,64881,87043,1.34
, 2013-14,Rabi       ,54341,44340,0.82
, 2014-15,Rabi       ,61692,85249,1.38
, 2015-16,Rabi       ,61043,120395,1.97
, 2016-17,Rabi       ,60393,43923,0.73
, 2017-18,Rabi       ,61043,120395,1.97
 9.SHIMLA, 1998-99,Rabi       ,24294,21925,0.90
, 1999-00,Rabi       ,19758,22496,1.14
, 2000-01,Rabi       ,15821,8127,0.51
, 2001-02,Rabi       ,17668,21956,1.24
, 2002-03,Rabi       ,16082,17198,1.07
, 2003-04,Rabi       ,15912,15883,1.00
, 2004-05,Rabi       ,15104,20281,1.34
, 2005-06,Rabi       ,14832,17969,1.21
, 2006-07,Rabi       ,13035,14747,1.13
, 2007-08,Rabi       ,12822,25503,1.99
, 2008-09,Rabi       ,11640,9173,0.79
, 2009-10,Rabi       ,10531,7348,0.70
, 2010-11,Rabi       ,10426,12920,1.24
, 2011-12,Rabi       ,10373,14954,1.44
, 2012-13,Rabi       ,10521,14883,1.41
, 2013-14,Rabi       ,10110,7752,0.77
, 2014-15,Rabi       ,10004,14575,1.46
, 2015-16,Rabi       ,14099,28154,2.00
, 2016-17,Rabi       ,9794,7510,0.77
, 2017-18,Rabi       ,14099,28154,2.00
 10.SIRMAUR, 1998-99,Rabi       ,28134,36106,1.28
, 1999-00,Rabi       ,27722,45740,1.65
, 2000-01,Rabi       ,27046,23797,0.88
, 2001-02,Rabi       ,28123,50289,1.79
, 2002-03,Rabi       ,25276,34022,1.35
, 2003-04,Rabi       ,25834,31594,1.22
, 2004-05,Rabi       ,25824,48027,1.86
, 2005-06,Rabi       ,26034,19373,0.74
, 2006-07,Rabi       ,26135,40898,1.56
, 2007-08,Rabi       ,26031,29207,1.12
, 2008-09,Rabi       ,25106,33467,1.33
, 2009-10,Rabi       ,24620,29502,1.20
, 2010-11,Rabi       ,24374,51872,2.13
, 2011-12,Rabi       ,24251,38937,1.61
, 2012-13,Rabi       ,24597,59749,2.43
, 2013-14,Rabi       ,36635,29123,0.79
, 2014-15,Rabi       ,23389,58518,2.50
, 2015-16,Rabi       ,28146,33475,1.19
, 2016-17,Rabi       ,22897,30151,1.32
, 2017-18,Rabi       ,28146,33575,1.19
 11.SOLAN, 1998-99,Rabi       ,23840,37245,1.56
, 1999-00,Rabi       ,23857,40059,1.68
, 2000-01,Rabi       ,23237,18566,0.80
, 2001-02,Rabi       ,23779,42551,1.79
, 2002-03,Rabi       ,21651,31083,1.44
, 2003-04,Rabi       ,25537,35905,1.41
, 2004-05,Rabi       ,24694,47483,1.92
, 2005-06,Rabi       ,23892,37691,1.58
, 2006-07,Rabi       ,24373,45765,1.88
, 2007-08,Rabi       ,24984,22336,0.89
, 2008-09,Rabi       ,25346,36570,1.44
, 2009-10,Rabi       ,24920,32096,1.29
, 2010-11,Rabi       ,24671,21162,0.86
, 2011-12,Rabi       ,24546,39741,1.62
, 2012-13,Rabi       ,24897,65003,2.61
, 2013-14,Rabi       ,39923,33159,0.83
, 2014-15,Rabi       ,23674,63663,2.69
, 2015-16,Rabi       ,27481,34154,1.24
, 2016-17,Rabi       ,23176,32801,1.42
, 2017-18,Rabi       ,27481,34154,1.24
 12.UNA, 1998-99,Rabi       ,33084,58813,1.78
, 1999-00,Rabi       ,32096,63586,1.98
, 2000-01,Rabi       ,31296,40160,1.28
, 2001-02,Rabi       ,30885,49439,1.60
, 2002-03,Rabi       ,36782,68949,1.87
, 2003-04,Rabi       ,30280,46811,1.55
, 2004-05,Rabi       ,32414,63464,1.96
, 2005-06,Rabi       ,31417,27273,0.87
, 2006-07,Rabi       ,32822,64540,1.97
, 2007-08,Rabi       ,32981,49570,1.50
, 2008-09,Rabi       ,32452,38548,1.19
, 2009-10,Rabi       ,31357,34080,1.09
, 2010-11,Rabi       ,31043,59920,1.93
, 2011-12,Rabi       ,30887,44847,1.45
, 2012-13,Rabi       ,31328,69021,2.20
, 2013-14,Rabi       ,38968,33951,0.87
, 2014-15,Rabi       ,29789,63798,2.14
, 2015-16,Rabi       ,29476,38603,1.31
, 2016-17,Rabi       ,29162,34829,1.19
, 2017-18,Rabi       ,29476,38603,1.31
Jammu and Kashmir ,,,,,
 1.ANANTNAG, 1997-98,Rabi       ,23,20,0.87
, 2000-01,Rabi       ,7,10,1.43
, 2001-02,Rabi       ,466,1020,2.19
, 2002-03,Rabi       ,163,410,2.52
, 2003-04,Rabi       ,5,10,2.00
, 2004-05,Rabi       ,45,50,1.11
, 2006-07,Rabi       ,13,10,0.77
 2.BADGAM, 1997-98,Rabi       ,645,580,0.90
, 2000-01,Rabi       ,424,220,0.52
, 2001-02,Rabi       ,132,210,1.59
, 2002-03,Rabi       ,149,70,0.47
, 2003-04,Rabi       ,88,130,1.48
, 2004-05,Rabi       ,87,130,1.49
, 2006-07,Rabi       ,774,1080,1.40
, 2007-08,Rabi       ,774,1080,1.40
, 2008-09,Rabi       ,380,250,0.66
, 2009-10,Rabi       ,265,146,0.55
, 2010-11,Rabi       ,190,150,0.79
, 2011-12,Rabi       ,247,221,0.89
, 2012-13,Rabi       ,237,311,1.31
, 2013-14,Rabi       ,237,311,1.31
, 2015-16,Rabi       ,728,532,0.73
, 2016-17,Rabi       ,3134,2150,0.69
 3.BARAMULLA, 1997-98,Rabi       ,516,430,0.83
, 2000-01,Rabi       ,472,340,0.72
, 2001-02,Rabi       ,678,980,1.45
, 2002-03,Rabi       ,466,470,1.01
, 2003-04,Rabi       ,441,460,1.04
, 2004-05,Rabi       ,254,220,0.87
, 2005-06,Kharif     ,197,31,0.16
,,Rabi       ,197,31,0.16
,,Total,394,62,0.16
, 2006-07,Rabi       ,231,170,0.74
, 2007-08,Rabi       ,231,170,0.74
, 2008-09,Rabi       ,231,190,0.82
, 2009-10,Rabi       ,44,30,0.68
, 2010-11,Rabi       ,46,31,0.67
, 2011-12,Rabi       ,32,44,1.38
, 2012-13,Rabi       ,16,13,0.81
, 2013-14,Rabi       ,16,13,0.81
 4.DODA, 1997-98,Rabi       ,6579,9230,1.40
, 2000-01,Rabi       ,11086,4940,0.45
, 2001-02,Rabi       ,10862,14480,1.33
, 2002-03,Rabi       ,11735,12590,1.07
, 2003-04,Rabi       ,10581,7080,0.67
, 2004-05,Rabi       ,10653,11595,1.09
, 2005-06,Kharif     ,239,29,0.12
,,Rabi       ,239,29,0.12
,,Total,478,58,0.12
, 2006-07,Rabi       ,10616,14930,1.41
, 2007-08,Rabi       ,3610,5080,1.41
, 2008-09,Rabi       ,3701,2250,0.61
, 2009-10,Rabi       ,4195,4896,1.17
, 2010-11,Rabi       ,3717,4553,1.22
, 2011-12,Rabi       ,3983,4734,1.19
, 2012-13,Rabi       ,3958,4468,1.13
, 2013-14,Rabi       ,3958,4468,1.13
, 2015-16,Rabi       ,3711,4518,1.22
, 2016-17,Rabi       ,3357,4186,1.25
 5.JAMMU, 1997-98,Rabi       ,94071,159300,1.69
, 2000-01,Rabi       ,101047,91560,0.91
, 2001-02,Rabi       ,95457,127790,1.34
, 2002-03,Rabi       ,90028,178600,1.98
, 2003-04,Rabi       ,94722,208560,2.20
, 2004-05,Rabi       ,93162,209390,2.25
, 2006-07,Rabi       ,101280,215030,2.12
, 2007-08,Rabi       ,77618,164790,2.12
, 2008-09,Rabi       ,80558,162850,2.02
, 2009-10,Rabi       ,89594,105699,1.18
, 2010-11,Rabi       ,87627,143491,1.64
, 2011-12,Rabi       ,87519,173853,1.99
, 2012-13,Rabi       ,90198,163363,1.81
, 2013-14,Rabi       ,90198,163363,1.81
, 2015-16,Rabi       ,80204,219206,2.73
, 2016-17,Rabi       ,79936,204134,2.55
 6.KARGIL, 1997-98,Rabi       ,1603,1390,0.87
, 2000-01,Rabi       ,1603,1390,0.87
, 2001-02,Rabi       ,1487,1280,0.86
, 2002-03,Rabi       ,1407,1280,0.91
, 2003-04,Rabi       ,1481,1270,0.86
, 2004-05,Rabi       ,1397,1200,0.86
, 2006-07,Rabi       ,1412,1210,0.86
, 2007-08,Rabi       ,1412,1210,0.86
, 2008-09,Rabi       ,1603,1380,0.86
, 2009-10,Rabi       ,1601,1380,0.86
, 2010-11,Rabi       ,1350,1164,0.86
, 2011-12,Rabi       ,1604,1387,0.86
, 2012-13,Rabi       ,1324,1145,0.86
, 2013-14,Rabi       ,1324,1145,0.86
, 2015-16,Rabi       ,1426,1234,0.87
, 2016-17,Rabi       ,1565,1354,0.87
 7.KATHUA, 1997-98,Rabi       ,48718,71840,1.47
, 2000-01,Rabi       ,53097,33440,0.63
, 2001-02,Rabi       ,51501,79730,1.55
, 2002-03,Rabi       ,49633,79350,1.60
, 2003-04,Rabi       ,51873,85400,1.65
, 2004-05,Rabi       ,52842,98920,1.87
, 2006-07,Rabi       ,53386,105680,1.98
, 2007-08,Rabi       ,53386,105680,1.98
, 2008-09,Rabi       ,55982,91120,1.63
, 2009-10,Rabi       ,51723,51557,1.00
, 2010-11,Rabi       ,54543,88114,1.62
, 2011-12,Rabi       ,52511,100484,1.91
, 2012-13,Rabi       ,52493,80662,1.54
, 2013-14,Rabi       ,52493,80662,1.54
, 2015-16,Rabi       ,48516,71249,1.47
, 2016-17,Rabi       ,50195,106585,2.12
 8.KISHTWAR, 2007-08,Kharif     ,20,2,0.12
,,Rabi       ,2985,4200,1.41
,,Total,3005,4202,1.40
, 2008-09,Rabi       ,2579,2160,0.84
, 2009-10,Rabi       ,2784,3325,1.19
, 2010-11,Rabi       ,2784,4390,1.58
, 2011-12,Rabi       ,2220,2968,1.34
, 2012-13,Rabi       ,3416,4226,1.24
, 2013-14,Rabi       ,3416,4226,1.24
, 2015-16,Rabi       ,1958,2013,1.03
, 2016-17,Rabi       ,2405,4616,1.92
 9.KULGAM, 2007-08,Rabi       ,13,10,0.77
, 2010-11,Rabi       ,4,5,1.25
, 2011-12,Rabi       ,5,7,1.40
 10.KUPWARA, 2000-01,Rabi       ,130,130,1.00
, 2001-02,Rabi       ,99,130,1.31
, 2002-03,Rabi       ,108,140,1.30
, 2003-04,Rabi       ,36,40,1.11
 11.LEH LADAKH, 1997-98,Rabi       ,3725,2920,0.78
, 2000-01,Rabi       ,2550,2260,0.89
, 2001-02,Rabi       ,2604,2310,0.89
, 2002-03,Rabi       ,2604,2310,0.89
, 2003-04,Rabi       ,2894,2570,0.89
, 2004-05,Rabi       ,2977,2640,0.89
, 2006-07,Rabi       ,3110,2760,0.89
, 2007-08,Rabi       ,3110,2760,0.89
, 2008-09,Rabi       ,2676,2370,0.89
, 2009-10,Rabi       ,2690,2380,0.88
, 2010-11,Rabi       ,2595,2396,0.92
, 2011-12,Rabi       ,2570,2376,0.92
, 2012-13,Rabi       ,1092,1010,0.92
, 2013-14,Rabi       ,1092,1010,0.92
, 2015-16,Rabi       ,2362,2184,0.92
, 2016-17,Rabi       ,2713,2509,0.92
 12.POONCH, 1997-98,Rabi       ,11551,21230,1.84
, 2000-01,Rabi       ,14639,4800,0.33
, 2001-02,Rabi       ,16593,27990,1.69
, 2002-03,Rabi       ,15390,21950,1.43
, 2003-04,Rabi       ,15175,22260,1.47
, 2004-05,Rabi       ,15068,23400,1.55
, 2006-07,Rabi       ,14914,21000,1.41
, 2007-08,Rabi       ,14914,21000,1.41
, 2008-09,Rabi       ,14946,24780,1.66
, 2009-10,Rabi       ,17020,19709,1.16
, 2010-11,Rabi       ,15748,19229,1.22
, 2011-12,Rabi       ,16194,20169,1.25
, 2012-13,Rabi       ,14970,19244,1.29
, 2013-14,Rabi       ,14970,19244,1.29
, 2015-16,Rabi       ,14560,15826,1.09
, 2016-17,Rabi       ,14956,21297,1.42
 13.PULWAMA, 1997-98,Rabi       ,449,400,0.89
, 2000-01,Rabi       ,524,870,1.66
, 2001-02,Rabi       ,828,580,0.70
, 2002-03,Rabi       ,456,630,1.38
, 2003-04,Rabi       ,389,800,2.06
, 2004-05,Rabi       ,405,550,1.36
, 2006-07,Rabi       ,351,640,1.82
, 2007-08,Rabi       ,351,640,1.82
, 2008-09,Rabi       ,350,360,1.03
, 2009-10,Rabi       ,336,697,2.07
, 2010-11,Rabi       ,333,533,1.60
, 2011-12,Rabi       ,323,539,1.67
, 2012-13,Rabi       ,320,505,1.58
, 2013-14,Rabi       ,320,505,1.58
, 2015-16,Rabi       ,341,250,0.73
, 2016-17,Rabi       ,350,280,0.80
 14.RAJAURI, 1997-98,Rabi       ,37794,67820,1.79
, 2000-01,Rabi       ,53832,2490,0.05
, 2001-02,Rabi       ,40972,42280,1.03
, 2002-03,Rabi       ,39073,61030,1.56
, 2003-04,Rabi       ,40718,78770,1.93
, 2004-05,Rabi       ,41847,80420,1.92
, 2006-07,Rabi       ,40570,78300,1.93
, 2007-08,Rabi       ,40570,78300,1.93
, 2008-09,Rabi       ,42196,77450,1.84
, 2009-10,Rabi       ,45096,48224,1.07
, 2010-11,Rabi       ,42830,67232,1.57
, 2011-12,Rabi       ,45306,70582,1.56
, 2012-13,Rabi       ,43943,75000,1.71
, 2013-14,Rabi       ,43943,75000,1.71
, 2015-16,Rabi       ,45025,69468,1.54
, 2016-17,Rabi       ,45587,60124,1.32
 15.RAMBAN, 2007-08,Rabi       ,4021,5650,1.41
, 2008-09,Rabi       ,3997,2360,0.59
, 2009-10,Rabi       ,4760,4444,0.93
, 2010-11,Rabi       ,2681,3212,1.20
, 2011-12,Rabi       ,5369,6037,1.12
, 2012-13,Rabi       ,2479,1578,0.64
, 2013-14,Rabi       ,2479,1578,0.64
, 2015-16,Rabi       ,4736,4464,0.94
, 2016-17,Rabi       ,5416,4732,0.87
 16.REASI, 2007-08,Rabi       ,10099,14710,1.46
, 2008-09,Rabi       ,11353,11820,1.04
, 2009-10,Rabi       ,12106,7210,0.60
, 2010-11,Rabi       ,12224,16352,1.34
, 2011-12,Rabi       ,13773,14110,1.02
, 2012-13,Rabi       ,14290,17276,1.21
, 2013-14,Rabi       ,14290,17276,1.21
, 2015-16,Rabi       ,11946,12544,1.05
, 2016-17,Rabi       ,14232,23762,1.67
 17.SAMBA, 2007-08,Rabi       ,23662,50240,2.12
, 2008-09,Rabi       ,29011,80350,2.77
, 2009-10,Rabi       ,28347,20825,0.73
, 2010-11,Rabi       ,30111,48870,1.62
, 2011-12,Rabi       ,30038,52253,1.74
, 2012-13,Rabi       ,30073,41847,1.39
, 2013-14,Rabi       ,30073,41847,1.39
, 2015-16,Rabi       ,30728,82586,2.69
, 2016-17,Rabi       ,29549,55357,1.87
 18.SRINAGAR, 1997-98,Rabi       ,16,10,0.63
, 2000-01,Rabi       ,5,10,2.00
, 2001-02,Rabi       ,6,10,1.67
, 2002-03,Rabi       ,5,10,2.00
, 2003-04,Rabi       ,9,10,1.11
, 2004-05,Rabi       ,2,10,5.00
, 2006-07,Rabi       ,2,10,5.00
, 2007-08,Rabi       ,2,10,5.00
, 2008-09,Rabi       ,3,10,3.33
, 2009-10,Rabi       ,3,10,3.33
, 2010-11,Rabi       ,3,10,3.33
 19.UDHAMPUR, 1997-98,Rabi       ,38982,61300,1.57
, 2000-01,Rabi       ,41552,6250,0.15
, 2001-02,Rabi       ,37920,44190,1.17
, 2002-03,Rabi       ,36951,46650,1.26
, 2003-04,Rabi       ,36245,52020,1.44
, 2004-05,Rabi       ,34248,49730,1.45
, 2006-07,Rabi       ,39447,57450,1.46
, 2007-08,Rabi       ,29348,42740,1.46
, 2008-09,Rabi       ,28735,36190,1.26
, 2009-10,Rabi       ,28371,19371,0.68
, 2010-11,Rabi       ,33936,46534,1.37
, 2011-12,Rabi       ,34474,50541,1.47
, 2012-13,Rabi       ,33571,53929,1.61
, 2013-14,Rabi       ,33571,53929,1.61
, 2015-16,Rabi       ,35629,58815,1.65
, 2016-17,Rabi       ,36906,57456,1.56
Jharkhand,,,,,
 1.BOKARO, 2002-03,Rabi       ,1760.13,1960,1.11
, 2003-04,Rabi       ,1383.93,958,0.69
, 2004-05,Rabi       ,1231.39,1436,1.17
, 2005-06,Rabi       ,358.34,170,0.47
, 2006-07,Rabi       ,773.25,655,0.85
, 2007-08,Rabi       ,468.94,491,1.05
, 2008-09,Rabi       ,302.25,357,1.18
, 2009-10,Rabi       ,354,467,1.32
, 2010-11,Rabi       ,470,571,1.21
, 2011-12,Rabi       ,448,784,1.75
, 2012-13,Rabi       ,331,680,2.05
, 2013-14,Rabi       ,350,681,1.95
, 2014-15,Rabi       ,367,533,1.45
,,Winter     ,367,,0.00
,,Total,734,533,0.73
, 2015-16,Rabi       ,289,349,1.21
, 2016-17,Rabi       ,181,403,2.23
 2.CHATRA, 2002-03,Rabi       ,4804.17,6601,1.37
, 2003-04,Rabi       ,5336.49,5635,1.06
, 2004-05,Rabi       ,4554.09,4158,0.91
, 2005-06,Rabi       ,3445.5,3383,0.98
, 2006-07,Rabi       ,11262.43,13796,1.22
, 2007-08,Rabi       ,4714.63,6619,1.40
, 2008-09,Rabi       ,3784.81,4572,1.21
, 2009-10,Rabi       ,1407,2013,1.43
, 2010-11,Rabi       ,3735,3152,0.84
, 2011-12,Rabi       ,3920,5018,1.28
, 2012-13,Rabi       ,4888,10646,2.18
, 2013-14,Rabi       ,5711,14015,2.45
